"x"
"1"	4210
"2"	7891
"3"	10024
"4"	4623
"5"	3251
"6"	1009
"7"	2546
"8"	4695
"9"	8859
"10"	2924
"11"	6142
"12"	5884
"13"	10248
"14"	4862
"15"	1143
"16"	9690
"17"	5547
"18"	5672
"19"	4526
"20"	9542
"21"	2834
"22"	5817
"23"	7105
"24"	7475
"25"	3361
"26"	2487
"27"	6988
"28"	3657
"29"	462
"30"	4507
"31"	8335
"32"	8660
"33"	114
"34"	9800
"35"	8018
"36"	2091
"37"	5593
"38"	2502
"39"	453
"40"	6703
"41"	9
"42"	6183
"43"	6834
"44"	935
"45"	9208
"46"	9536
"47"	3482
"48"	6586
"49"	2508
"50"	6769
"51"	6602
"52"	8514
"53"	8616
"54"	1971
"55"	3510
"56"	4817
"57"	7280
"58"	3444
"59"	10227
"60"	8685
"61"	1030
"62"	1766
"63"	5805
"64"	5823
"65"	9975
"66"	225
"67"	2074
"68"	8193
"69"	2467
"70"	9003
"71"	3633
"72"	2793
"73"	844
"74"	8292
"75"	1800
"76"	7159
"77"	5948
"78"	8925
"79"	3884
"80"	7822
"81"	4418
"82"	1866
"83"	8248
"84"	6547
"85"	6666
"86"	8761
"87"	9663
"88"	7019
"89"	9607
"90"	9885
"91"	6559
"92"	4581
"93"	9941
"94"	8058
"95"	9499
"96"	8852
"97"	10015
"98"	3118
"99"	3161
"100"	6341
"101"	5108
"102"	4243
"103"	8101
"104"	10195
"105"	304
"106"	2420
"107"	5519
"108"	4901
"109"	4162
"110"	6607
"111"	2259
"112"	5307
"113"	7934
"114"	1560
"115"	4847
"116"	895
"117"	3146
"118"	8314
"119"	3945
"120"	4485
"121"	5664
"122"	7720
"123"	2992
"124"	3081
"125"	9125
"126"	8083
"127"	7642
"128"	2202
"129"	10099
"130"	879
"131"	9085
"132"	9608
"133"	2388
"134"	6754
"135"	8676
"136"	1213
"137"	1764
"138"	3615
"139"	1758
"140"	1340
"141"	1463
"142"	8114
"143"	2082
"144"	5323
"145"	9827
"146"	5895
"147"	6006
"148"	6286
"149"	3982
"150"	5258
"151"	777
"152"	4006
"153"	3866
"154"	7987
"155"	450
"156"	6991
"157"	9762
"158"	1475
"159"	4915
"160"	4481
"161"	3082
"162"	7144
"163"	5270
"164"	2424
"165"	9902
"166"	6370
"167"	764
"168"	4251
"169"	1907
"170"	1993
"171"	7656
"172"	9343
"173"	2700
"174"	9326
"175"	4494
"176"	6758
"177"	4086
"178"	4563
"179"	2201
"180"	2429
"181"	9844
"182"	9972
"183"	5101
"184"	1259
"185"	10115
"186"	7591
"187"	2427
"188"	8286
"189"	2804
"190"	3925
"191"	4909
"192"	1096
"193"	3417
"194"	8785
"195"	6113
"196"	6583
"197"	8131
"198"	2646
"199"	6133
"200"	9548
"201"	1799
"202"	195
"203"	6938
"204"	485
"205"	1637
"206"	3083
"207"	9378
"208"	4964
"209"	8651
"210"	6454
"211"	5237
"212"	7872
"213"	1782
"214"	7799
"215"	18
"216"	1572
"217"	7389
"218"	3995
"219"	7621
"220"	2520
"221"	8996
"222"	9933
"223"	4013
"224"	9080
"225"	8561
"226"	1646
"227"	1117
"228"	9626
"229"	3998
"230"	164
"231"	6864
"232"	833
"233"	4380
"234"	8846
"235"	9898
"236"	4711
"237"	3505
"238"	2703
"239"	5890
"240"	3703
"241"	1922
"242"	1000
"243"	519
"244"	3069
"245"	5208
"246"	3303
"247"	4351
"248"	3412
"249"	3005
"250"	5576
"251"	8743
"252"	2179
"253"	7379
"254"	9960
"255"	7920
"256"	7068
"257"	3959
"258"	7135
"259"	1219
"260"	7759
"261"	8812
"262"	3074
"263"	1483
"264"	2819
"265"	6972
"266"	4568
"267"	7244
"268"	9232
"269"	3949
"270"	5259
"271"	3186
"272"	6216
"273"	1865
"274"	10036
"275"	4346
"276"	6931
"277"	7546
"278"	8799
"279"	2941
"280"	6119
"281"	4408
"282"	4290
"283"	9127
"284"	7364
"285"	9401
"286"	3687
"287"	299
"288"	1510
"289"	679
"290"	8266
"291"	6426
"292"	6887
"293"	2332
"294"	238
"295"	7516
"296"	978
"297"	4600
"298"	8838
"299"	4785
"300"	10153
"301"	8910
"302"	5720
"303"	8744
"304"	6137
"305"	5831
"306"	3243
"307"	4051
"308"	5710
"309"	7164
"310"	775
"311"	3459
"312"	3696
"313"	9449
"314"	8024
"315"	2373
"316"	7354
"317"	7387
"318"	9058
"319"	10186
"320"	227
"321"	9273
"322"	7737
"323"	4475
"324"	8964
"325"	5739
"326"	4249
"327"	5346
"328"	6962
"329"	3312
"330"	4316
"331"	9376
"332"	3554
"333"	1977
"334"	5061
"335"	1513
"336"	2207
"337"	4910
"338"	3643
"339"	4722
"340"	741
"341"	7976
"342"	5264
"343"	8806
"344"	189
"345"	10277
"346"	2320
"347"	2764
"348"	4214
"349"	8164
"350"	3488
"351"	3212
"352"	7130
"353"	4035
"354"	312
"355"	4809
"356"	3086
"357"	7941
"358"	7363
"359"	1549
"360"	3541
"361"	6849
"362"	3365
"363"	4055
"364"	740
"365"	6608
"366"	10083
"367"	1114
"368"	3426
"369"	2547
"370"	4492
"371"	2685
"372"	6814
"373"	5871
"374"	6989
"375"	6656
"376"	1271
"377"	9579
"378"	590
"379"	3315
"380"	8159
"381"	7124
"382"	2803
"383"	8836
"384"	7644
"385"	2854
"386"	7076
"387"	2405
"388"	8121
"389"	5284
"390"	4789
"391"	3760
"392"	3131
"393"	8738
"394"	759
"395"	5083
"396"	9193
"397"	7348
"398"	7729
"399"	1669
"400"	8479
"401"	3202
"402"	5975
"403"	3326
"404"	4753
"405"	5225
"406"	5299
"407"	2217
"408"	1768
"409"	391
"410"	2582
"411"	7020
"412"	1166
"413"	1264
"414"	3757
"415"	3849
"416"	3594
"417"	9841
"418"	5328
"419"	4171
"420"	3736
"421"	2081
"422"	9045
"423"	1747
"424"	2694
"425"	2986
"426"	1961
"427"	3490
"428"	8351
"429"	6220
"430"	2614
"431"	7846
"432"	4112
"433"	6947
"434"	7514
"435"	9567
"436"	3279
"437"	3080
"438"	8025
"439"	8645
"440"	9863
"441"	9245
"442"	6759
"443"	2180
"444"	1763
"445"	3822
"446"	3640
"447"	7763
"448"	4701
"449"	2011
"450"	3325
"451"	4394
"452"	9993
"453"	4113
"454"	3122
"455"	8875
"456"	9429
"457"	254
"458"	1621
"459"	4944
"460"	5587
"461"	5662
"462"	7742
"463"	7740
"464"	4872
"465"	1945
"466"	3628
"467"	3536
"468"	9787
"469"	2939
"470"	5818
"471"	1590
"472"	8318
"473"	1188
"474"	9820
"475"	8234
"476"	6963
"477"	8196
"478"	6531
"479"	5881
"480"	6502
"481"	5069
"482"	902
"483"	8062
"484"	6010
"485"	6358
"486"	6114
"487"	2408
"488"	2022
"489"	4342
"490"	1748
"491"	4281
"492"	5123
"493"	9422
"494"	4258
"495"	9000
"496"	9994
"497"	8139
"498"	8001
"499"	4279
"500"	6538
"501"	10194
"502"	5146
"503"	5899
"504"	6635
"505"	9460
"506"	953
"507"	7353
"508"	9348
"509"	9145
"510"	1498
"511"	263
"512"	3031
"513"	9562
"514"	786
"515"	6582
"516"	3441
"517"	7305
"518"	1201
"519"	5855
"520"	2681
"521"	10263
"522"	1452
"523"	5112
"524"	4802
"525"	6456
"526"	8803
"527"	7543
"528"	6012
"529"	6195
"530"	5285
"531"	1890
"532"	6229
"533"	847
"534"	1543
"535"	3119
"536"	499
"537"	6403
"538"	9421
"539"	8897
"540"	7208
"541"	5706
"542"	4180
"543"	5906
"544"	5557
"545"	250
"546"	5469
"547"	3702
"548"	4452
"549"	5414
"550"	4630
"551"	2079
"552"	5579
"553"	8883
"554"	3928
"555"	2570
"556"	5341
"557"	6616
"558"	4034
"559"	9654
"560"	7566
"561"	8295
"562"	667
"563"	1687
"564"	7975
"565"	965
"566"	10144
"567"	5928
"568"	4591
"569"	6697
"570"	6017
"571"	9223
"572"	501
"573"	5819
"574"	4823
"575"	4688
"576"	455
"577"	3319
"578"	6905
"579"	3860
"580"	3929
"581"	6139
"582"	3629
"583"	8060
"584"	58
"585"	3773
"586"	4002
"587"	5398
"588"	3210
"589"	43
"590"	372
"591"	2481
"592"	4410
"593"	8011
"594"	6407
